Employer.Name,CBA.File,Location,Union,Expiration.Date,NAICS.,X.Wrkrs,Type
MECHANICAL CONTRACTORS ASSOCIATION (PLMB & PIPEFIT),1291,WA TACOMA,PLUMBERS AFL-CIO (PPF) LOCAL UNION 26 WESTERN WASHINGTON,2006-05-31,23822,2600,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION METRO WASHINGTON (STMFITTRS),1500,DC WASHINGTON,PLUMBERS AFL-CIO (PPF) LOCAL UNION 602,2004-07-31,23822,1800,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF CLEVELAND (PIPFTTRS),1529,OH CLEVELAND,PLUMBERS AFL-CIO (PPF) LOCAL UNION 120,2004-04-30,23822,1200,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF CT,1455,CT,PLUMBERS AFL-CIO (PPF) LOCAL UNION 777,2006-07-31,23822,3000,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF E. MO.,1626,MO EASTERN,PLUMBERS AFL-CIO (PPF) LOCAL UNION 562,2010-06-30,23822,2200,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF E. PA,1545,PA PHILADELPHIA,PLUMBERS AFL-CIO (PPF) LOCAL UNION 690,2009-04-30,23822,1000,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF E. PA,1547,PA PHILADELPHIA,PLUMBERS AFL-CIO (PPF) LOCAL UNION 690,2009-04-30,23822,1500,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF E. PA (CONSTRUCTION),1548,PA PHILADELPHIA,PLUMBERS AFL-CIO (PPF) LOCAL UNION 420,2008-04-30,23822,2000,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF E. PA (JOBBING PLMBRS),1541,PA PHILADELPHIA,PLUMBERS AFL-CIO (PPF) LOCAL UNION 690,2005-04-30,23822,1000,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF E. PA (JOBBING PLUMBERS),1540,PA,PLUMBERS AFL-CIO (PPF) LOCAL UNION 690,2009-04-30,23822,1000,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF E. PA (PHILLY PLMBRS),1546,PA PHILADELPHIA,PLUMBERS AFL-CIO (PPF) LOCAL UNION 690,2005-04-30,23822,1500,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF E. PA (READING PLMBRS),1544,PA READING,PLUMBERS AFL-CIO (PPF) LOCAL UNION 690,2005-04-30,23822,1000,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF E. PA (RSDNTL PLMBRS),1543,PA PHILADELPHIA,PLUMBERS AFL-CIO (PPF) LOCAL UNION 690,2003-04-30,23822,1000,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF GEORGIA,1711,GA,PLUMBERS AFL-CIO (PPF) LOCAL UNION 72,2004-07-31,23822,1500,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF HOUSTON (PIPEFITTRS),1717,TX HOUSTON,PLUMBERS AFL-CIO (PPF) LOCAL UNION 211,2008-03-31,23822,1200,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF LOUISIANA,1633,LA NEW ORLEANS,PLUMBERS AFL-CIO (PPF) LOCAL UNION 60,2006-05-31,23822,1500,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF METRO WASHINGTON (PLUMBERS),1519,DC WASHINGTON,PLUMBERS AFL-CIO (PPF) LOCAL UNION 5,2004-07-31,23822,1000,PRIVATE
"MECHANICAL CONTRACTORS ASSOCIATION OF NEW JERSEY, INC.",2395,NJ,PLUMBERS AFL-CIO (PPF) LOCAL UNION 9,2020-06-30,NA,NA,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF NM,1477,NM ALBUQUERQUE,PLUMBERS AFL-CIO (PPF) LOCAL UNION 412,2006-03-31,23822,1575,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF NORTHWESTERN OHIO,1478,OH TOLEDO,PLUMBERS AFL-CIO (PPF) LOCAL UNION 50,2008-06-29,23822,960,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF NY,1483,NY,PLUMBERS AFL-CIO (PPF) LOCAL UNION 638,2017-06-30,23822,3300,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF NY,1485,NY,PLUMBERS AFL-CIO (PPF) LOCAL UNION 638,2011-07-01,23822,3300,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF NY (STEAMFITTERS),1484,NY NEW YORK,PLUMBERS AFL-CIO (PPF) LOCAL UNION 638,2005-06-30,23822,3300,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF SO. IN,1091,IN EVANSVILLE,PLUMBERS AFL-CIO (PPF) LOCAL UNION 136,2007-03-31,23822,1000,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF W. PA,1751,PA WESTERN,PLUMBERS AFL-CIO (PPF) LOCAL UNION 449 STEAMFITTERS LOCAL #449,2005-05-31,23822,1050,PRIVATE
MECHANICAL CONTRACTORS ASSOCIATION OF W. WA (BLDG TRADES),1037,WA WESTERN,PLUMBERS AFL-CIO (PPF) LOCAL UNION 32,2005-05-31,23822,1000,PRIVATE
MECHANICAL CONTRACTORS COUNCIL OF CENTRAL CA,1494,CA CENTRAL,PLUMBERS AFL-CIO (PPF) DISTRICT COUNCIL 36 PIPE TRADES,2006-09-30,23822,1200,PRIVATE
MEGGITT AIRCRAFT BRAKING SYSTEMS CORPORATION,2166,OH AKRON,AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 856,2018-07-31,336413,NA,PRIVATE
MEIJER FOOD MKT (TOLEDO STORES 115-118),548,OH TOLEDO,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 911,2007-04-01,445110,1050,PRIVATE
MEIJER GREAT LAKES LTD PARTNERSHIP - DISTRIBUTION CENTERS,593,MI,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 951,2007-09-08,445110,2000,PRIVATE
MEIJER GREAT LAKES LTD PARTNERSHIP - RETAIL CONTRACT,652,MI,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 951,2007-09-08,445110,34000,PRIVATE
"MEIJER STORES (# 101, 102, 103,106,107, 112)",635,OH,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1099,2009-04-25,445110,2500,PRIVATE
"MEIJER STORES (# 148, 150, 151, 157, 159)",636,OH CINCINNATI,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1099,2005-10-08,445110,2500,PRIVATE
"MEIJER STORES (# 58, 59, 60, 62, 104, 114, 143, 181, 212)",686,OH COLUMBUS,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1059,2006-05-06,445110,2000,PRIVATE
MERCK AND CO.,155,NJ RAHWAY,PACE 2-575,2006-04-30,325412,1700,PRIVATE
MERCK AND CO.,156,PA WEST POINT,PACE 2-0086,2007-04-30,325412,1600,PRIVATE
MERCURY MARINE,250,WI,MACHINISTS AFL-CIO (IAM) LODGE 1947,2004-06-20,NA,NA,PRIVATE
MERCY COLLEGE,1925,NY,UAW 2110,2010-09-30,813319,2771,PRIVATE
"MERCY HOSPITAL OF BUFFALO (SERV, TECH & CLERICAL)",886,NY BUFFALO,CWA -,2008-06-03,62211,1300,PRIVATE
"MERCY HOSPITAL OF BUFFALO (SERVICE, TECHNICAL & CLERICAL)",885,NY NEW YORK,NHHSEU 1199,2005-12-31,621610,55000,PRIVATE
"MERCY HOSPITAL, ALLINA HOSPITALS & CLINICS",756,MN ST PAUL,MNA -,2007-05-31,62211,1500,PRIVATE
"METCAP LIVING MANAGEMENT, INC.",2174,MI,LIUNA 183,2016-04-30,NA,NA,PRIVATE
METRO DETROIT PLUMBG & MECH. CONTR. ASSOCIATION (PLUMBERS),1289,MI DETROIT,PLUMBERS AFL-CIO (PPF) LOCAL UNION 98,2006-05-31,23822,1400,PRIVATE
METRO DETROIT PLUMBING & MECHANICAL CONTRACTORS ASSOCIATION (PIPEFTTRS),1487,MI DETROIT,PLUMBERS AFL-CIO (PPF) LOCAL UNION 636 PIPEFITTERS LOCAL NO. 636 OF THE UA,2006-05-31,23822,1000,PRIVATE
METRO EXHIBITS,2333,IL,CRCC ,2020-05-31,NA,NA,PRIVATE
METRO/BASICS/FOOD-A-RAMA (SHOPPERS),558,MD BALTIMORE,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 27,2002-06-01,445110,1850,PRIVATE
"METROPOLITAN ASSOCIATION OF DOLL, STUFFED TOY & PLASTICS MFRS",383,NY,IUANPW 223,2009-06-30,339931,1600,PRIVATE
METROPOLITAN BUILDERS,2495,MN,LIUNA ,2019-04-30,NA,NA,PRIVATE
METROPOLITAN GARAGE OWNERS ASSOCIATION,788,NY NEW YORK,TEAMSTERS (IBT) LOCAL UNION 272,2009-03-05,81293,1000,PRIVATE
METROPOLITAN LITHOGRAPHERS ASSOCIATION,142,NY NEW YORK,"GRAPHIC COMMUNICATIONS, IBT (GCIU) DISTRICT COUNCIL 1",2005-06-30,323110,1500,PRIVATE
METROPOLITAN REGIONAL COUNCIL OF PHILADELPHIA AND VICINITY,2079,PA,CARPENTERS IND (CJA) LOCAL UNION 1073,2012-04-30,2362,1000,PRIVATE
METROPOLITAN REGIONAL COUNCIL OF PHILLY/ DELAWARE CONTRACTORS ASSOCIATION,1093,PA/DE,CARPENTERS IND (CJA) LOCAL UNION 626,2008-04-30,2362,1100,PRIVATE
"METROPOLITAN TRUCKERS ASSOCIATION, INC & INDEPENDENTS",1512,NY,TEAMSTERS (IBT) LOCAL UNION 282,2009-06-30,NA,NA,PRIVATE
METROPOLITAN WASHINGTON COUNCIL AFL-CIO,2184,DC,WBNG 32035,2017-12-31,NA,NA,PRIVATE
MG DESIGN ASSOCIATES,2332,IL,CRCC ,2020-05-31,NA,NA,PRIVATE
MICHIANA BUILDERS ASSOCIATION,1856,IN,PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 692,2017-05-31,238140,1730,PRIVATE
MICHIANA BUILDERS ASSOCIATION,1857,IN,PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 692,2012-05-31,238140,1730,PRIVATE
MICHIANA BUILDERS ASSOCIATION,2134,IN,LABORERS  (LIUNA) LOCAL UNION 645,2017-05-31,236117,NA,PRIVATE
MICHIGAN CONSOLIDATED GAS CO. (NOW DTE ENERGY CO.),469,MI DETROIT,UWU 323,2004-12-02,221210,1000,PRIVATE
MICHIGAN CONVEYOR MFGRS ASSOCIATION & AGC DETROIT,1369,MI DETROIT,CARPENTERS IND (CJA) LOCAL UNION 1102,2007-05-31,23813,1300,PRIVATE
MICHIGAN DISTRIBUTION CONTRACTORS ASSOCIATION,1533,MI,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 324",2008-04-30,23712,10000,PRIVATE
MICHIGAN ROAD BUILDERS ASSOCIATION.,1251,MI,TEAMSTERS (IBT) JOINT COUNCIL 43,2003-06-01,23731,1000,PRIVATE
MICHIGAN ROAD BUILDERS ASSOCIATION.,1476,MI,LABORERS  (LIUNA) DISTRICT COUNCIL 0 MICHIGAN,2006-06-01,23731,3500,PRIVATE
MICHIGAN ROAD BUILDERS ASSOCIATION.,1578,MI,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 324",2008-06-01,23731,2000,PRIVATE
MICHIGAN SUGAR CO.,62,MI,"BCTGM 259G, 260G, 261G, 262G",2010-07-31,311313,1100,PRIVATE
MICHIGAN SUGAR CO.,63,MI,"BCTGM 259G, 260G, 261G, 262G",2005-07-31,311313,1100,PRIVATE
MICHIGAN SUGAR COMPANY,64,MICHIGAN,BCTGM ,2015-07-31,NA,NA,PRIVATE
MID-AMERICA REGIONAL BARGAIN ASSOCIATION,824,IL GRUNDY CTY,UBC 916,2005-05-31,23622,30000,PRIVATE
MID-AMERICA REGIONAL BARGAIN ASSOCIATION,888,IL CHICAGO,TEAMSTERS (IBT) JOINT COUNCIL 25,2009-05-31,23621,1100,PRIVATE
MID-AMERICA REGIONAL BARGAIN ASSOCIATION,898,IL,CJA RC OF CHICAGO,2014-05-31,23622,30000,PRIVATE
MID-AMERICA REGIONAL BARGAIN ASSOCIATION (COMML),897,IL WILL COUNTY,CJA CHIC & NE IL DC,2008-05-31,23622,30000,PRIVATE
MID-AMERICA REGIONAL BARGAIN ASSOCIATION (COMML),1195,"IL COOK,LAKE,DP",CJA CHIC & NE IL DC,2008-05-31,23622,30000,PRIVATE
MID-AMERICA REGIONAL BARGAIN ASSOCIATION (COMML),1339,IL CHICAGO,PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 502,2006-05-31,23622,1600,PRIVATE
MID-AMERICA REGIONAL BARGAIN ASSOCIATION (HVY-HWY-UNDRGRND),1666,IL CHICAGO,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 150",2007-05-31,23731,1350,PRIVATE
MID-AMERICA REGIONAL BARGAIN ASSOCIATION (IL BLDG AGMT),1404,IL CHICAGO,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 150",2007-05-31,23621,1350,PRIVATE
MID-AMERICA REGIONAL BARGAIN ASSOCIATION-FOX VALLEY (COMML),1719,IL MCHENRY,CJA RC OF CHICAGO,2008-05-31,23622,30000,PRIVATE
MID-AMERICA REGIONAL BARGAINING ASSOCIATION,2321,IL,CRCC ,2019-05-31,NA,NA,PRIVATE
MID-AMERICA REGIONAL BARGAINING ASSOCIATION (CONSTR & GENL),1192,IL CHICAGO,LABORERS  (LIUNA) DISTRICT COUNCIL 0 CHICAGO,2006-05-31,23622,16000,PRIVATE
MID-SOUTH ERECTORS ASSOCIATION,1724,LA,IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 469/IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 58/IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 591/IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 623/IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 710,2003-05-31,23819,1500,PRIVATE
"MIDDLE SEAT, LLC.",2596,DC,CWG ,2021-05-31,NA,NA,PRIVATE
"MIDORI FOUNDATION, INC.",1347,NY,MUSICIANS AFL-CIO (AFM) LOCAL UNION 802,2019-08-15,NA,NA,PRIVATE
"MIDWEST ENERGY MAINTENANCE, CO. LLC",1796,KS,BOILERMAKERS AFL-CIO (BBF) LODGE 83,2011-12-31,316999,1000,PRIVATE
MIDWEST GENERATION,17,IL,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 15,2009-12-31,212112,1000,PRIVATE
MIDWEST GENERATION,18,IL CHICAGO,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 15,2005-12-31,212112,1000,PRIVATE
"MIKE PUSATERI EXCAVATING, INC.",2563,OH,GENERAL TRUCK DRIVERS AND HELPERS UNION  92,2022-05-31,238900,2,PRIVATE
MILLWRIGHT EMPLOYERS ASSOCIATION INC.,2386,CA,CJA PACIFIC NORTHWEST REGIONAL COUNCIL,2020-06-30,NA,NA,PRIVATE
MILTON BRADLEY CO. DIV. OF HASBRO INC.,385,MA SPRINGFIELD,UFCW/RWDSU  224,2007-02-04,339920,1500,PRIVATE
MINNEAPOLIS AUTOMOBILE DEALERS' ASSOCIATION,695,MN MINNEAPOLIS,MACHINISTS AFL-CIO (IAM) DISTRICT LODGE 77,2009-04-30,441110,1800,PRIVATE
MINNEAPOLIS AUTOMOBILE DEALERS' ASSOCIATION,696,MN MINNEAPOLIS,TEAMSTERS (IBT) LOCAL UNION 974,2006-04-15,441110,1800,PRIVATE
MINNEAPOLIS-ST PAUL SVC CONTRACT CLEANERS ASSOCIATION,768,MN MINN-ST PAUL,SERVICE EMPLOYEES (SEIU) LOCAL UNION 26,2006-12-31,56172,3500,PRIVATE
MINNESOTA ENVIRONMENTAL CONTRACTORS ASSOCIATION,2497,MN,LABORERS  (LIUNA) DISTRICT COUNCIL 0 MINNESOTA-NORTH DAKOTA,2019-12-31,NA,NA,PRIVATE
MINNESOTA ENVIRONMENTAL CONTRACTORS ASSOCIATION (MECA),2488,MN,LABORERS  (LIUNA) LOCAL UNION 1091/LABORERS  (LIUNA) LOCAL UNION 1097,2017-12-31,NA,NA,PRIVATE
MINNESOTA HIGHWAY & HEAVY AGREEMENT,1747,MN,LIUNA ,2008-04-30,NA,NA,PRIVATE
MINNESOTA MECHANICAL CONTRACTORS ASSOCIATION (PIPEFITTERS),798,MN MINNEAPOLIS,PLUMBERS AFL-CIO (PPF) LOCAL UNION 539,2008-04-30,23822,1100,PRIVATE
MINNESOTA MECHANICAL CONTRACTORS ASSOCIATION (PIPEFITTERS),799,MN ST CLOUD,PLUMBERS AFL-CIO (PPF) LOCAL UNION 539,2008-04-30,23822,1100,PRIVATE
MINNESOTA MECHANICAL CONTRACTORS ASSOCIATION (PLUMB & PIPEFTR),800,MN MANKATO,PLUMBERS AFL-CIO (PPF) LOCAL UNION 455,2006-04-30,23822,1400,PRIVATE
MINNESOTA MECHANICAL CONTRACTORS ASSOCIATION (PLUMBERS),793,MN MINNEAPOLIS,PLUMBERS AFL-CIO (PPF) LOCAL UNION 15,2008-04-30,23822,1200,PRIVATE
MINNESOTA MECHANICAL CONTRACTORS ASSOCIATION (PLUMBERS),794,MN ST CLOUD,PLUMBERS AFL-CIO (PPF) LOCAL UNION 15,2008-04-30,23822,1200,PRIVATE
MIRAGE CASINO-HOTEL,746,NV LAS VEGAS,"UNITE HERE  226,165",2007-05-31,72112,2000,PRIVATE
MISSION FOODS,2354,CO,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 7 R,2019-03-26,NA,NA,PRIVATE
"MISSOURI GAS ENERGY, A DIVISION OF LACLEDE GAS COMPANY",1219,MO,USW MO,2019-07-31,NA,214,PRIVATE
MISSOURI RIVER BASIN,1278,MO IA KS NE,BOILERMAKERS AFL-CIO (BBF) LODGE 83,2010-12-31,23731,1400,PRIVATE
MISSOURI RIVER BASIN AGREEMENT,1277,MO IA KS NE,BOILERMAKERS AFL-CIO (BBF) LODGE 83,2004-08-30,23731,1400,PRIVATE
"MISSOURI VALLEY LINE CONSTRUCTORS CHAPTER, INC.",2347,MO,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 1525,2020-08-31,NA,NA,PRIVATE
"MITSUBISHI MOTOR MANUFACTURING OF AMERICA, INC",354,IL,AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 2488,2005-08-25,NA,NA,PRIVATE
MOE'S SOUTHWEST GRILL,2304,NV,CWU 226,2021-05-31,NA,NA,PRIVATE
MONARCH ELECTRIC SERVICE COMPANY AN IPS COMPANY,2417,OH,UNITED ELECTRICAL APPARATUS TECHNICIANS  ,2020-10-31,NA,NA,PRIVATE
MONTEFIORE MEDICAL CENTER (RNS),837,NY,ANA/NYSNA  -,2009-01-15,62211,1800,PRIVATE
MONTEFIORE MEDICAL CENTER (RNS),838,NY BRONX,ANA/NYSNA  -,2005-01-15,62211,1800,PRIVATE
MOON FABRICATING CORP.,1837,IN,BOILERMAKERS AFL-CIO (BBF) LODGE 374,2017-07-17,238390,1000,PRIVATE
MOON FABRICATING CORP.,1838,IN,BOILERMAKERS AFL-CIO (BBF) LODGE 374,2014-07-17,238390,1000,PRIVATE
MOON FABRICATING CORP.,1839,IN,BOILERMAKERS AFL-CIO (BBF) LODGE 374,2011-07-17,238390,1000,PRIVATE
MOORE BUICK GMC,3679,CA,TEAMSTERS AUTOMOTIVE WORKERS  665,2021-09-30,441110,3,PRIVATE
MOSAIC AND TERRAZZO WORKERS,2117,MS,BAC 18,2017-06-30,NA,NA,PRIVATE
MOSAIC AND TERRAZZO WORKERS & FINISHERS,2415,MO,BRICKLAYERS AFL-CIO (BAC) LOCAL UNION 18,2023-06-30,NA,NA,PRIVATE
"MOTIF EVENTS, INC.",2331,IL,CRCC ,2020-05-31,NA,NA,PRIVATE
MOTORCITY CASINO,747,MI DETROIT,DCC -,2007-10-16,72112,2000,PRIVATE
MOTT'S LLP,2164,PA ASPERS,UFCW 220,2018-03-31,339943,NA,PRIVATE
"MOUNTAIN STATES ROSEN LAMB FACILITY GREELEY, COLORADO",2504,CO,TEAMSTERS (IBT) LOCAL UNION 455,2020-01-31,NA,NA,PRIVATE
MT. SINAI HOSPITAL (RNS),866,NY NEW YORK,ANA/NYSNA  -,2008-01-01,62211,1800,PRIVATE
MUNROE INC.,1834,PA,BOILERMAKERS AFL-CIO (BBF) LODGE 154,2009-10-31,238390,1000,PRIVATE
MURRAY INC. (MOA),296,TN LAWRENCEBERG,AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 1621,2004-08-28,336991,1300,PRIVATE
MUSEUM OF MODERN ART,1926,NY,UAW 2110,2010-05-20,813319,2771,PRIVATE
"MV TRANSPORTATION, INC.",2433,CA,TEAMSTERS (IBT) LOCAL UNION 315,2009-06-30,NA,NA,PRIVATE
"MV TRANSPORTATION, INC.",2434,MI,TEAMSTERS (IBT) LOCAL UNION 406,2010-06-30,NA,NA,PRIVATE
"N.C.A, U.B.C.A, P.D.C.A, AND W.W.C.C.A (PLASTERERS)",1886,NV,PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 797,2011-06-30,238140,2176,PRIVATE
"N.K.S. DISTRIBUTORS, INC.",2269,DE,TEAMSTERS (IBT) LOCAL UNION 326 GENERAL TEAMSTERS,2019-03-31,NA,NA,PRIVATE
"NASSAU-SUFFOLK HVY CONSTRUCTION & EXCAVATING & ASPHALT",1554,NY NASSAU,TEAMSTERS (IBT) LOCAL UNION 282,2005-06-30,23891,4700,PRIVATE
"NASSAU-SUFFOLK READY-MIX CONCRETE, SAND, GRAVEL",1561,NY NASSAU,TEAMSTERS (IBT) LOCAL UNION 282,2008-06-30,32732,4700,PRIVATE
"NATIONAL ASSOCIATION OF SOCIAL WORKERS",2185,DC,WBNG 32035,2017-06-30,NA,NA,PRIVATE
"NATIONAL BEEF PACKING CO.",894,KS,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 2,2012-12-16,311611,2300,PRIVATE
"NATIONAL BEEF PACKING CO.",895,KS LIBERAL,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 2,2007-12-16,311611,2300,PRIVATE
"NATIONAL BITUMINOUS COAL WAGE AGREEMENT OF 2002",1081,"NATIONAL",UMWA ,2006-12-31,NA,NA,PRIVATE
"NATIONAL BITUMINOUS COAL WAGE AGREEMENT OF 2002",1102,"NATIONAL",UMWA ,2005-02-07,NA,NA,PRIVATE
"NATIONAL BROADCASTING CO. (NBC)",445,"NATIONAL","NABET, CWA  ",2006-03-31,NA,NA,PRIVATE
"NATIONAL DISTRIBUTION AGREEMENT",1282,"NATIONAL",PPF -,2004-11-15,23712,200000,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION",943,GA,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 613,2013-08-31,23821,3200,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION",944,GA,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 613,2010-08-31,23821,3200,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION",974,MN,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 292,2010-04-30,23821,1800,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION",1322,MO ST LOUIS,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 1,2004-06-01,23821,2400,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION",1324,CA,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 40/ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 441/ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 952,2007-11-30,23821,1000,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION",1403,"NATIONAL",IBEW ,2006-05-31,NA,NA,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION",1566,OH CLEVELAND,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 38,2005-04-30,23821,1800,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION (COMML)",1318,PA DE NJ,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 98,2003-04-20,23821,2000,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION (INSIDE CONSTR & MAINT)",1499,MN ST PAUL,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 110,2004-04-30,23821,1200,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION (INSIDE WIREMAN)",1078,CA SACRAMENTO,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 340,2008-05-31,23821,1500,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION (INSIDE WIREMEN)",946,CA SAN DIEGO,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 569,2003-05-31,23821,1450,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION (INSIDE WIREMEN)",1320,CA,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 11,2011-06-15,23821,4000,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION (INSIDE WIREMEN)",1321,CA LA COUNTY,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 11,2006-01-30,23821,5100,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION (INSIDE WIREMEN)",1323,CA ORANGE CNTY,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 441,2005-05-31,23821,1000,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION (INSIDE WIREMEN)",1576,WI MILWAUKEE,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 494,2006-05-31,23821,1300,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION (INSIDE WIREMEN)",1902,FL,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 728,2010-08-31,23821,1432,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION (INSIDE)",952,OH CINCINNATI,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 212,2004-05-31,23821,1300,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION (INSIDE)",968,TX DALLAS,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 20,2004-05-31,23821,2500,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION (INSIDE)",975,MN MINNEAPOLIS,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 292,2003-04-30,23821,1800,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION (INSIDE)",991,MO KANSAS CITY,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 124,2005-08-28,23821,1200,PRIVATE
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION (INSIDE)",1096,NM,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 611,2004-05-31,23821,1500,PRIVATE
